# 1: VFTS Identifier
# 2: Spectral type
# 3: log(L/Lsun)	4: d+log(L/Lsun)	5: d-log(L/Lsun)	6: CI/\%
# 7: Teff/K	8: d+Teff/K	9: d-Teff/K	10: CI/\%
# 11: log(g/cgs)	12: d+log(g/cgs)	13: d-log(g/cgs)	14: CI/\%
# 15: vsini/km/s	16: d+vsini/km/s	17: d-vsini/km/s	18: CI/\%
# 19: Y	20: d+Y	21: d-Y	22: CI/\%
# 23: Reference
# 24: Mini/Msun	25: d+Mini/Msun	26: d-Mini/Msun	27: CI/\%
# 28: vini/km/s	29: d+vini/km/s	30: d-vini/km/s	31: CI/\%
# 32: Age/Myr	33: d+Age/Myr	34: d-Age/Myr	35: CI/\%
# 36: Mpresent/Msun	37: d+Mpresent/Msun	38: d-Mpresent/Msun	39: CI/\%
# 40: R/Rsun	41: d+R/Rsun	42: d-R/Rsun	43: CI/\%
091	O9.5 IIIn	4.79	0.10	0.10	68.3	32500.00	500.00	690.00	68.3	3.98	0.10	0.10	68.3	308.00	31.00	31.00	68.3	-	-	-	-	(1)	18.8	1.0	1.0	68.3	310	51	40	68.3	5.2	0.5	0.6	68.3	18.8	0.8	1.0	68.3	7.4	0.8	0.6	68.3
092	Late F	3.80	0.20	0.20	68.3	5940.00	320.00	320.00	68.3	-	-	-	-	-	-	-	-	-	-	-	-	(7)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
095	B0.2 V	4.36	0.10	0.10	68.3	29000.00	1000.00	1000.00	68.3	4.20	0.10	0.10	68.3	<40.00	-	-	100.0	-	-	-	-	(6)	13.2	0.7	0.8	68.3	30	13	27	68.3	6.4	1.6	2.0	68.3	13.2	0.7	0.8	68.3	5.1	0.5	0.5	68.3
099	B2-2.5 V	3.33	0.11	0.11	68.3	16000.00	1000.00	1000.00	68.3	3.80	0.11	0.11	68.3	-	-	-	-	-	-	-	-	(6)	5.6	0.4	0.3	68.3	330	105	157	68.3	53.2	8.6	7.8	68.3	5.6	0.4	0.3	68.3	5.2	0.6	0.6	68.3
100	B1.5 V	4.18	0.10	0.10	68.3	22000.00	1000.00	1000.00	68.3	3.90	0.10	0.10	68.3	201.00	30.00	30.00	68.3	-	-	-	-	(6)	10.0	0.6	0.6	68.3	230	72	42	68.4	16.9	1.9	1.9	68.3	10.0	0.6	0.6	68.3	6.7	0.7	0.7	68.3
101	B0.7: Vne	4.82	0.10	0.10	68.3	30000.00	1000.00	1000.00	68.3	3.80	0.10	0.10	68.3	363.00	30.00	30.00	68.3	-	-	-	-	(6)	18.2	1.4	1.0	68.3	350	38	32	68.4	6.6	0.6	0.6	68.3	18.0	1.3	1.0	68.3	9.0	0.9	0.8	68.3
102	O9: Vnnne+	5.37	0.10	0.10	68.3	30250.00	4360.00	500.00	68.3	3.34	0.13	0.10	68.3	610.00	61.00	61.00	68.3	-	-	-	-	(1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
103	O8.5 III((f))	5.21	0.10	0.10	68.3	34700.00	500.00	500.00	68.3	3.89	0.10	0.10	68.3	126.00	30.00	30.00	68.3	-	-	-	-	(1)	25.2	2.0	1.6	68.3	130	48	38	68.3	4.4	0.2	0.2	68.3	24.8	1.8	1.5	68.3	10.4	0.8	1.2	68.3
104	O9.7 II-III((n))	4.31	0.10	0.10	68.3	30800.00	1030.00	970.00	68.3	4.07	0.12	0.10	68.3	198.00	30.00	30.00	68.3	-	-	-	-	(1)	14.4	0.8	0.9	68.3	200	58	42	68.3	4.7	1.6	2.0	68.3	14.4	0.8	0.9	68.3	5.1	0.6	0.4	68.3
108	WN7h	5.70	0.10	0.10	68.3	53090.00	1910.00	1910.00	68.3	-	-	-	-	<200	-	-	100.0	0.78	0.05	0.05	68.3	(2)	35.0	2.5	5.9	68.3	500	23	22	68.3	6.3	1.0	1.0	68.3	27.0	4.4	3.3	68.3	7.7	1.8	0.7	68.3
109	O9.7 II:n	4.25	0.10	0.10	68.3	24350.00	1760.00	1000.00	68.3	3.66	0.10	0.10	68.3	352.00	35.00	35.00	68.3	-	-	-	-	(1)	11.8	0.8	0.8	68.3	350	56	44	68.3	13.0	1.8	1.5	68.3	11.8	0.8	0.8	68.3	7.8	0.8	0.8	68.3
110	O6 V((n))z	5.40	0.20	0.20	68.3	39850.00	1050.00	1050.00	68.3	3.88	0.10	0.10	68.3	175.00	30.00	30.00	68.3	-	-	-	-	(3,4)	35.2	5.3	4.2	68.3	180	53	42	68.3	2.7	0.3	0.3	68.3	34.4	4.8	3.8	68.3	10.7	1.7	1.5	68.3
111	B2 III	4.84	0.10	0.10	68.3	26000.00	1000.00	1000.00	68.3	3.90	0.10	0.10	68.3	80.00	30.00	30.00	68.3	-	-	-	-	(6)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
